gene,p_value,coefficients,variance_explained
Lman2l,0.9933264215224541,"[-2.99932154e-03  4.22436767e-04  3.77066335e-03 -5.29965069e-03
 -2.48902457e-03  6.59489187e-03 -9.70178472e-01]","OrderedDict([('explained_deviance', 1.366094131816098e-06), ('McFadden', 0.9999982569971756), ('McFadden_adj', -1.0480742653751207e-06)])"
Cnnm4,0.9990679366480212,"[-1.42598748e-03 -5.45780947e-04  1.12633828e-03  2.38948026e-03
  2.08762610e-04 -1.75281742e-03 -9.40674335e-01]","OrderedDict([('explained_deviance', 7.052712326371946e-07), ('McFadden', 0.9999991893398242), ('McFadden_adj', -2.136148858467024e-06)])"
Cnnm3,0.9941726898304767,"[ 5.14922555e-03  2.95888618e-03 -8.63178871e-04  3.01283597e-03
  9.15927586e-03 -1.94170495e-02 -9.74297991e-01]","OrderedDict([('explained_deviance', 8.88141596377956e-07), ('McFadden', 0.9999991062052307), ('McFadden_adj', -1.9031580067441212e-06)])"
Ankrd23,0.9945877213555646,"[ 0.00552558  0.00209299 -0.00298195  0.00172593 -0.00158598 -0.00477657
 -0.9836258 ]","OrderedDict([('explained_deviance', 1.9105835120658554e-06), ('McFadden', 0.9999975609856576), ('McFadden_adj', -2.9179750260510673e-07)])"
Ankrd39,0.9993829093466918,"[-0.01698956 -0.00695703  0.00763277 -0.01037095 -0.00956815  0.03625291
 -0.94022945]","OrderedDict([('explained_deviance', 1.4440370146306947e-06), ('McFadden', 0.9999985369909433), ('McFadden_adj', -1.4569287842824963e-06)])"
Sema4c,0.8554796847946209,"[ 0.05024455  0.02206562 -0.02016028  0.02942158  0.03856555 -0.12013702
 -0.95286663]","OrderedDict([('explained_deviance', 8.50080450320867e-06), ('McFadden', 0.9999932902173702), ('McFadden_adj', 3.7457493147208254e-06)])"
D430040D24Rik,0.99590592157829,"[-0.00995601 -0.00263079  0.00703703 -0.00572363 -0.0075933   0.01886669
 -0.96570531]","OrderedDict([('explained_deviance', 9.994001689550558e-07), ('McFadden', 0.9999989963492429), ('McFadden_adj', -1.8027661148334317e-06)])"
Cox5b,0.9912138549578278,"[ 0.00334334  0.00107606 -0.0012646   0.00785543  0.00449434 -0.01550457
 -0.9759034 ]","OrderedDict([('explained_deviance', 1.876415471224746e-06), ('McFadden', 0.9999978504781039), ('McFadden_adj', -6.307483426670757e-07)])"
Actr1b,0.9920384296270995,"[-9.54849836e-03 -5.52759426e-03  8.53336863e-04 -1.07552549e-02
 -1.23870692e-02  3.73650749e-02 -9.99202371e-01]","OrderedDict([('explained_deviance', 8.970895225557385e-07), ('McFadden', 0.999999335285046), ('McFadden_adj', -1.9697870643486937e-06)])"
Zap70,0.9167938541441417,"[-4.05450521e-03 -1.69645855e-04  5.46648998e-03  5.74925957e-03
  2.75421417e-03 -9.74581757e-03 -9.90112908e-01]","OrderedDict([('explained_deviance', 4.073581794106218e-06), ('McFadden', 0.9999953356841387), ('McFadden_adj', 1.952576414332441e-06)])"
Tmem131,0.9346648908606224,"[-9.55973150e-03 -5.84247770e-03  1.61285431e-03 -6.73402029e-04
 -6.91685736e-03  2.13796092e-02 -1.02563122e+00]","OrderedDict([('explained_deviance', 3.80190652726764e-06), ('McFadden', 0.9999951958556639), ('McFadden_adj', 2.2826424426192204e-06)])"
Inpp4a,0.988380012516132,"[ 7.90993987e-04 -1.15941750e-04 -1.79233165e-03 -4.78949656e-03
 -4.57337628e-03  1.04801474e-02 -9.86293452e-01]","OrderedDict([('explained_deviance', 2.0215155781544425e-06), ('McFadden', 0.9999974575209842), ('McFadden_adj', -1.6578968198288635e-07)])"
Coa5,0.4831246322559686,"[-0.01206604 -0.00671174  0.00363892  0.0028221   0.00392174  0.00839502
 -1.01869291]","OrderedDict([('explained_deviance', 2.197419665006528e-05), ('McFadden', 0.9999707501301175), ('McFadden_adj', 2.6677517731776845e-05)])"
Unc50,0.9875416280777469,"[ 0.00247874  0.00274088  0.0021936   0.00384287 -0.0013916  -0.0098645
 -0.96165855]","OrderedDict([('explained_deviance', 4.50482928271434e-06), ('McFadden', 0.9999949222635577), ('McFadden_adj', 2.2372789534319537e-06)])"
Mgat4a,0.9943297749824483,"[-3.08816178e-03  8.04470649e-04  5.05362137e-03 -1.39951353e-03
 -5.17759891e-03  3.80717709e-03 -1.03141647e+00]","OrderedDict([('explained_deviance', 4.077007111580322e-06), ('McFadden', 0.9999951151530254), ('McFadden_adj', 2.3859452641383783e-06)])"
Cracdl,0.9989206787483943,"[ 5.36238971e-03  2.24986158e-03 -2.66392917e-03  5.90065959e-04
  4.08635232e-03 -9.62474535e-03 -9.93245049e-01]","OrderedDict([('explained_deviance', 7.63688274507679e-07), ('McFadden', 0.9999991724329303), ('McFadden_adj', -1.864000869433724e-06)])"
Tsga10,0.9936666658062103,"[ 0.01679285  0.00831888 -0.00495693  0.01095527  0.01582025 -0.04693033
 -0.96466571]","OrderedDict([('explained_deviance', 8.108570728193598e-07), ('McFadden', 0.9999995654414464), ('McFadden_adj', -2.4236971907232174e-06)])"
Lipt1,0.9828989007072234,"[-0.01087126 -0.00644135  0.00151312 -0.00593321 -0.00484093  0.02657363
 -1.0103191 ]","OrderedDict([('explained_deviance', 4.80117522605461e-06), ('McFadden', 0.9999940241248482), ('McFadden_adj', 3.387667159016061e-06)])"
Mitd1,0.9732235088020732,"[ 9.20660146e-04 -5.63336090e-04 -1.66912818e-03  3.63062683e-03
  9.96393749e-03 -1.22827651e-02 -9.94981674e-01]","OrderedDict([('explained_deviance', 7.939083311314654e-06), ('McFadden', 0.9999900027009602), ('McFadden_adj', 7.30483486000022e-06)])"
Mrpl30,0.9971888259473523,"[-2.38739542e-04  1.72213786e-03  3.64057378e-03  2.76833416e-03
  3.90020240e-03 -1.17925134e-02 -9.47619034e-01]","OrderedDict([('explained_deviance', 4.2762684293595754e-07), ('McFadden', 0.9999995809887394), ('McFadden_adj', -2.500148141626468e-06)])"
Txndc9,0.9684137595187091,"[-0.0373865  -0.01291792  0.02123392 -0.02071043 -0.0247492   0.07453012
 -0.990753  ]","OrderedDict([('explained_deviance', 4.432283859934216e-06), ('McFadden', 0.9999966382354947), ('McFadden_adj', 7.142999088882718e-07)])"
Eif5b,0.9985957340419139,"[-0.01709511 -0.00632188  0.00866832 -0.01193098 -0.01071392  0.03739356
 -1.01840961]","OrderedDict([('explained_deviance', 5.412547307015458e-07), ('McFadden', 0.9999997771282775), ('McFadden_adj', -2.3216323121744153e-06)])"
Rev1,0.9341993233610848,"[ 0.01491589  0.00267575 -0.01251238  0.01045586  0.01840361 -0.03393874
 -0.98845947]","OrderedDict([('explained_deviance', 1.4523168545665932e-05), ('McFadden', 0.9999829239117057), ('McFadden_adj', 1.4331011865542642e-05)])"
Aff3,0.9855235521571558,"[ 0.00840048  0.00399307 -0.00318412  0.00219967  0.00123154 -0.01264065
 -0.95459628]","OrderedDict([('explained_deviance', 3.1222514428330683e-06), ('McFadden', 0.9999960091641813), ('McFadden_adj', 1.106632174341371e-06)])"
Lonrf2,0.9968604631628513,"[ 5.92905649e-04  2.58990905e-04 -8.07480251e-04 -4.05465671e-03
 -5.26504712e-04  4.53674021e-03 -9.84022518e-01]","OrderedDict([('explained_deviance', 1.2265523990917515e-06), ('McFadden', 0.9999986218318493), ('McFadden_adj', -1.3475957907349567e-06)])"
Chst10,0.8670103285946541,"[ 5.54573374e-03  3.14883235e-03  2.30179770e-04  1.28354652e-02
  1.74122613e-02 -3.91724772e-02 -9.82145196e-01]","OrderedDict([('explained_deviance', 8.728029716853491e-06), ('McFadden', 0.9999890465800721), ('McFadden_adj', 8.173283477685978e-06)])"
Pdcl3,0.8400755548354899,"[-8.59252081e-03 -5.21818306e-03 -5.64299916e-04 -1.67661490e-02
 -1.54409656e-02  4.65821135e-02 -9.64916826e-01]","OrderedDict([('explained_deviance', 6.207357066134733e-06), ('McFadden', 0.9999932443147163), ('McFadden_adj', 3.964407057410746e-06)])"
Npas2,0.9913514977094009,"[ 0.02215374  0.00755814 -0.01197817  0.01827963  0.01698113 -0.05299447
 -0.95122822]","OrderedDict([('explained_deviance', 1.3476933349299003e-06), ('McFadden', 0.9999991799843141), ('McFadden_adj', -2.11254345883205e-06)])"
Rpl31,0.8802135196621534,"[-0.01005293 -0.00254164  0.00847746  0.0033574  -0.00341063  0.00417033
 -1.00877587]","OrderedDict([('explained_deviance', 6.793381198799686e-06), ('McFadden', 0.9999924769304853), ('McFadden_adj', 4.91140777914012e-06)])"
Tbc1d8,0.8857761993334746,"[ 0.03573073  0.01387504 -0.01788614  0.01783063  0.02261035 -0.0721606
 -0.98511848]","OrderedDict([('explained_deviance', 5.936740294698595e-06), ('McFadden', 0.9999942139517757), ('McFadden_adj', 3.01684144010661e-06)])"
Cnot11,0.9723196973923406,"[ 0.00930709  0.00279931 -0.0069235  -0.00193477  0.0046957  -0.00794384
 -0.9507725 ]","OrderedDict([('explained_deviance', 4.7475400443142135e-06), ('McFadden', 0.9999949032304557), ('McFadden_adj', 2.2012209551780515e-06)])"
Gm15832,0.8946222978167337,"[ 0.02559206  0.00876146 -0.01558757  0.0071006   0.01519571 -0.04106227
 -0.99310887]","OrderedDict([('explained_deviance', 8.608784440755635e-06), ('McFadden', 0.9999908470774821), ('McFadden_adj', 6.443987799920059e-06)])"
Rnf149,0.9998731106832235,"[ 0.00624244  0.00176423 -0.00401507  0.00515762  0.00775247 -0.0169017
 -1.01172074]","OrderedDict([('explained_deviance', 1.4001165774546465e-06), ('McFadden', 0.9999983489016465), ('McFadden_adj', -9.583553735037498e-07)])"
Creg2,0.9001022359843064,"[-0.02690749 -0.01004361  0.01480382 -0.00854042 -0.01604809  0.04673579
 -0.97844571]","OrderedDict([('explained_deviance', 8.073822863496893e-06), ('McFadden', 0.999991199687904), ('McFadden_adj', 6.068974734874111e-06)])"
Map4k4,0.9992357339959761,"[ 1.50407600e-03  3.96757184e-04 -1.40621852e-03 -1.78864567e-03
  4.55866679e-04  8.38159564e-04 -9.59755375e-01]","OrderedDict([('explained_deviance', 5.125167658048824e-07), ('McFadden', 0.9999994444582592), ('McFadden_adj', -2.2935116548161716e-06)])"
Gm16894,0.9515883840611424,"[ 0.01623022  0.00287969 -0.01433593  0.00608649  0.01037509 -0.02123556
 -1.01168698]","OrderedDict([('explained_deviance', 5.805469272979202e-06), ('McFadden', 0.9999938607646264), ('McFadden_adj', 3.5222027201520234e-06)])"
Il1r1,0.9891260094502683,"[ 0.01667647  0.00431709 -0.01207069  0.00853777  0.00900659 -0.02646724
 -0.99946898]","OrderedDict([('explained_deviance', 1.2627003215248678e-06), ('McFadden', 0.9999988733309129), ('McFadden_adj', -1.5433134055164999e-06)])"
Slc9a2,0.9981501603162046,"[-3.34775523e-03 -2.02910818e-03  8.57969811e-04  1.78361914e-03
 -3.88913481e-03  6.62440451e-03 -9.53959523e-01]","OrderedDict([('explained_deviance', 1.3051986124112958e-06), ('McFadden', 0.9999985913155953), ('McFadden_adj', -1.4673073749360555e-06)])"
Mfsd9,0.9946257151161557,"[ 6.90140727e-03  3.13422320e-03 -2.98704927e-03  9.32075274e-04
  3.12986533e-03 -1.11105265e-02 -9.43628953e-01]","OrderedDict([('explained_deviance', 1.3472725401975083e-06), ('McFadden', 0.999998347895736), ('McFadden_adj', -1.2824663819799298e-06)])"
Gm28175,0.9935850488274615,"[-0.02015618 -0.00866573  0.00839745 -0.01191999 -0.0163327   0.04867715
 -0.99647301]","OrderedDict([('explained_deviance', 1.2566840970062998e-06), ('McFadden', 0.9999991479145235), ('McFadden_adj', -1.7916951411400817e-06)])"
Pantr1,0.9788796780419947,"[-2.32304362e-03  3.09583410e-03  8.72687020e-03  3.59254460e-03
 -8.74931235e-04 -1.22172790e-02 -9.94108722e-01]","OrderedDict([('explained_deviance', 7.878225298241226e-06), ('McFadden', 0.9999913491550583), ('McFadden_adj', 5.960215558431514e-06)])"
Pou3f3,0.9993720481341671,"[-0.01435361 -0.00520755  0.00711576 -0.01269921 -0.01411657  0.03926116
 -0.9875444 ]","OrderedDict([('explained_deviance', 1.487054377746766e-06), ('McFadden', 0.999998563817234), ('McFadden_adj', -1.2393256385578866e-06)])"
Gm20646,0.9982612486848885,"[ 0.0105269   0.00353255 -0.0060241   0.00689546  0.00767124 -0.02260204
 -0.99234808]","OrderedDict([('explained_deviance', 2.867300875619705e-07), ('McFadden', 0.9999998255694748), ('McFadden_adj', -2.5262670726444725e-06)])"
Pantr2,0.9113227740500792,"[ 0.00770599  0.00346198 -0.00417421 -0.00495475  0.00274469 -0.0047837
 -0.95906587]","OrderedDict([('explained_deviance', 6.9905329058705945e-06), ('McFadden', 0.9999918366296418), ('McFadden_adj', 5.318902079776144e-06)])"
Dalir,0.9707987746595618,"[ 0.0213329   0.00725225 -0.01262428  0.0094378   0.01094385 -0.03634252
 -0.9816897 ]","OrderedDict([('explained_deviance', 2.536905803540712e-06), ('McFadden', 0.9999973415071748), ('McFadden_adj', -9.726285310485139e-08)])"
Mrps9,0.9880333463842822,"[-0.03275785 -0.01380492  0.01366707 -0.02302248 -0.03015073  0.08606892
 -1.00374322]","OrderedDict([('explained_deviance', 2.8046779918522446e-06), ('McFadden', 0.9999987858640746), ('McFadden_adj', -1.3635690629953956e-06)])"
Gpr45,0.6261160702203121,"[-0.00499935 -0.00137268  0.00149021 -0.01815253 -0.01549687  0.03853122
 -0.95848939]","OrderedDict([('explained_deviance', 1.7618878343284017e-05), ('McFadden', 0.9999780317611229), ('McFadden_adj', 1.915461950974251e-05)])"
Tgfbrap1,0.8641561435613809,"[-0.02270322 -0.00752296  0.014304   -0.00595651 -0.01212258  0.03400128
 -0.98943905]","OrderedDict([('explained_deviance', 6.894768074583446e-06), ('McFadden', 0.9999925052057527), ('McFadden_adj', 4.805951093089789e-06)])"
AI597479,0.9534869264640035,"[ 0.01654399  0.00402059 -0.0129667   0.00433024  0.00942805 -0.02135618
 -0.98917646]","OrderedDict([('explained_deviance', 4.8795210594310134e-06), ('McFadden', 0.9999950050608895), ('McFadden_adj', 2.2794247493962416e-06)])"
Fhl2,0.9562369108312576,"[-0.02473639 -0.00965961  0.01271367 -0.00906026 -0.01578215  0.04652474
 -0.99478673]","OrderedDict([('explained_deviance', 5.675362988011301e-06), ('McFadden', 0.9999938890244338), ('McFadden_adj', 3.4620488390535442e-06)])"
Nck2,0.9973160140280993,"[-0.00499092 -0.00193427  0.00187902 -0.00739371 -0.00739586  0.01983575
 -0.94825098]","OrderedDict([('explained_deviance', 1.2914144683628948e-06), ('McFadden', 0.9999984722501801), ('McFadden_adj', -1.3608962621258769e-06)])"
Ecrg4,0.5762352388822336,"[ 0.03696849  0.01277609 -0.02205209  0.01223193  0.02146086 -0.06138529
 -0.98664927]","OrderedDict([('explained_deviance', 1.3910317600340782e-05), ('McFadden', 0.9999852964436547), ('McFadden_adj', 1.195227792361031e-05)])"
Uxs1,0.9946506506858965,"[ 0.01617216  0.0036578  -0.01221846  0.01141502  0.00805919 -0.02708573
 -0.95771072]","OrderedDict([('explained_deviance', 5.67159815001439e-07), ('McFadden', 0.9999995937776789), ('McFadden_adj', -2.4723225688916273e-06)])"
Tpp2,0.8381199481078465,"[ 0.05780194  0.02112293 -0.03064626  0.03351256  0.04469079 -0.12648197
 -0.99704504]","OrderedDict([('explained_deviance', 1.227138487891466e-05), ('McFadden', 0.9999909575319662), ('McFadden_adj', 6.293978950022705e-06)])"
Tex30,0.9818235256310347,"[ 0.02546297  0.01003652 -0.01238322  0.01352376  0.01658506 -0.05322509
 -1.0009552 ]","OrderedDict([('explained_deviance', 2.5775765690738695e-06), ('McFadden', 0.999997620858347), ('McFadden_adj', -3.0379401350089097e-07)])"
Poglut2,0.9658927428558717,"[-0.03696885 -0.01324748  0.01952998 -0.02555077 -0.03145623  0.08769335
 -0.95681154]","OrderedDict([('explained_deviance', 5.113383984234332e-06), ('McFadden', 0.9999962463213933), ('McFadden_adj', 9.566963617979596e-07)])"
Bivm,0.9914145614484298,"[-0.01900535 -0.00587864  0.01211173 -0.00961161 -0.01397112  0.03635499
 -0.96625965]","OrderedDict([('explained_deviance', 2.6766446045156655e-06), ('McFadden', 0.9999975216594341), ('McFadden_adj', -3.1109755704861186e-07)])"
Ercc5,0.9872204831369846,"[-0.0204035  -0.00570437  0.0136388  -0.01359082 -0.01727934  0.04333923
 -0.94414641]","OrderedDict([('explained_deviance', 4.302595324467973e-06), ('McFadden', 0.9999955821380099), ('McFadden_adj', 1.5261993405735197e-06)])"
Gulp1,0.9312423741455558,"[ 0.04002869  0.01354021 -0.02232383  0.02936817  0.03409132 -0.09470456
 -0.98875282]","OrderedDict([('explained_deviance', 7.3525789020534305e-06), ('McFadden', 0.9999938076211253), ('McFadden_adj', 3.4161337248983514e-06)])"
Col3a1,0.33414743801313285,"[-0.04463333 -0.01492226  0.02753734 -0.01451585 -0.0293545   0.0758886
 -1.00280773]","OrderedDict([('explained_deviance', 2.3860094044869662e-05), ('McFadden', 0.9999755907350949), ('McFadden_adj', 2.181414066038112e-05)])"
Col5a2,0.9997289385791932,"[-0.00459073 -0.00181706  0.00173225 -0.00621626 -0.00383473  0.01472654
 -0.97677723]","OrderedDict([('explained_deviance', 5.633366041424281e-07), ('McFadden', 0.9999994498288227), ('McFadden_adj', -2.1975784327832315e-06)])"
Wdr75,0.9425830744039637,"[-0.0420511  -0.01562112  0.02196654 -0.02351077 -0.0329611   0.09217756
 -1.01639636]","OrderedDict([('explained_deviance', 7.495727218143067e-06), ('McFadden', 0.9999941388279984), ('McFadden_adj', 3.3487751819327727e-06)])"
Slc40a1,0.8061947785448793,"[ 1.07375509e-02  4.80378640e-03 -5.54149241e-03 -4.56068421e-03
 -2.90058614e-04 -5.14910703e-03 -9.92625143e-01]","OrderedDict([('explained_deviance', 1.1743328332869396e-05), ('McFadden', 0.9999850319226559), ('McFadden_adj', 1.2277930682369487e-05)])"
Dnah7b,0.9928231371483931,"[ 0.02635767  0.01038172 -0.0124949   0.01662283  0.01854627 -0.05941358
 -1.02073673]","OrderedDict([('explained_deviance', 1.5241847907132566e-06), ('McFadden', 0.9999991566828902), ('McFadden_adj', -1.7554891709181675e-06)])"
Dnah7c,0.9723056240305515,"[-0.00344929 -0.00117705  0.00104226 -0.00932005 -0.01054761  0.02345174
 -0.9905274 ]","OrderedDict([('explained_deviance', 5.332194637941434e-06), ('McFadden', 0.9999931879908789), ('McFadden_adj', 4.13318991410172e-06)])"
Slc39a10,0.966100994938613,"[-0.01106232 -0.00599567  0.00267415 -0.0047734  -0.00488218  0.02403941
 -0.97232754]","OrderedDict([('explained_deviance', 3.7526131254628226e-06), ('McFadden', 0.9999952752500333), ('McFadden_adj', 1.9504699544370396e-06)])"
Gm28151,0.7979366959311956,"[ 0.02924979  0.00848444 -0.01996067  0.01219031  0.02429509 -0.05425896
 -0.95424772]","OrderedDict([('explained_deviance', 1.4707149884829462e-05), ('McFadden', 0.9999852861514169), ('McFadden_adj', 1.1807341245062553e-05)])"
Tmeff2,0.9839515281782656,"[-0.0077492  -0.00370436  0.00163073 -0.01198611 -0.01024318  0.03205213
 -0.97792008]","OrderedDict([('explained_deviance', 2.4408382122143024e-06), ('McFadden', 0.9999973988949257), ('McFadden_adj', -1.2843724395139589e-07)])"
9330175M20Rik,0.9957756591902513,"[ 0.0233371   0.00833618 -0.0121165   0.01812469  0.01980277 -0.05748424
 -0.95186681]","OrderedDict([('explained_deviance', 1.7820795378264975e-06), ('McFadden', 0.9999987676171292), ('McFadden_adj', -1.6983390560554312e-06)])"
Cavin2,0.9992271438286346,"[ 0.00732011  0.00197227 -0.00533261  0.00246248  0.00522688 -0.01164913
 -0.96910371]","OrderedDict([('explained_deviance', 9.430288541167897e-07), ('McFadden', 0.9999990516189387), ('McFadden_adj', -1.858663772669189e-06)])"
Nabp1,0.998239752356642,"[-0.00691193 -0.00276939  0.0026254  -0.00880236 -0.00713445  0.02299273
 -0.93117482]","OrderedDict([('explained_deviance', 9.478207890767365e-07), ('McFadden', 0.9999990441917775), ('McFadden_adj', -2.018653269875159e-06)])"
Myo1b,0.9979943940908561,"[ 0.01202472  0.00341764 -0.00787374  0.00844618  0.00399011 -0.02000492
 -0.94538687]","OrderedDict([('explained_deviance', 4.2484035200907044e-07), ('McFadden', 0.9999996552924976), ('McFadden_adj', -2.5936299306028587e-06)])"
Gm31812,0.9999475518049158,"[ 1.59346302e-03  5.41338581e-04 -7.85853309e-04  1.90943247e-03
 -2.85486199e-04 -2.97289941e-03 -9.74740092e-01]","OrderedDict([('explained_deviance', 2.018400576675461e-07), ('McFadden', 0.9999997879801861), ('McFadden_adj', -2.556831975031315e-06)])"
Stat1,0.9987249044439863,"[-0.00908369 -0.00493151  0.00187517 -0.0063713  -0.00939359  0.02790492
 -0.94884549]","OrderedDict([('explained_deviance', 2.500239490998979e-07), ('McFadden', 0.9999998827246462), ('McFadden_adj', -2.7657911680911695e-06)])"
Gls,0.8928826590053773,"[ 3.66509081e-05 -1.40782626e-03 -3.83922195e-03 -1.04570422e-02
 -2.96751057e-03  1.86349452e-02 -9.60383742e-01]","OrderedDict([('explained_deviance', 7.013394866306477e-06), ('McFadden', 0.9999926475907236), ('McFadden_adj', 4.534211829332335e-06)])"
